image,participant,normalized_description,num_nouns,pos,filename
498153,46,Een foto één soort bibliotheek its een drietal computerschermen en een ronde tafel,5,DET NOUN VERB NOUN VERB NOUN DET NOUN NOUN CONJ DET ADJ NOUN,Scan_Path_ppn46_498153.mp3
498155,46,Vier mensen die samen aan het eten zijn de man hij houdt een bord met eten vast,5,NUM NOUN PRON ADV ADP DET NOUN VERB DET NOUN PRON VERB DET NOUN ADP NOUN ADJ,Scan_Path_ppn46_498155.mp3
498226,46,Eum foto een Van stadsmensen stadsmensen die mensen die over De snelweg overweg met oversteken zijn,5,NOUN NOUN DET ADP NOUN NOUN PRON NOUN PRON ADP DET NOUN NOUN ADP NOUN VERB,Scan_Path_ppn46_498226.mp3
498388,46,Eum Groot rechthoekig blauwe reclamebordjes voor iPods net een rood autootje voortplant,5,NOUN ADJ NOUN ADJ NOUN ADP NOUN ADV DET ADJ NOUN NOUN,Scan_Path_ppn46_498388.mp3
61574,46,Eum jongeren die een beau gooit ontvangt met een blauwige spijkerbroek en een tennisbal in de lucht,5,NOUN ADJ PRON DET NOUN ADJ VERB ADP DET ADJ NOUN CONJ DET NOUN ADP DET NOUN,Scan_Path_ppn46_61574.mp3
713017,46,Eum kermis attractie carrousel met een man die een beetje anders dan loop te hangen zitten hangen,5,NOUN X PROPN NOUN ADP DET NOUN PRON DET NOUN ADV ADV NOUN ADP VERB VERB VERB,Scan_Path_ppn46_713017.mp3
713112,46,Een man met blauwe kleding aan en frisdrank in hand*Staat met een rood stopwoord in een groen huis,5,DET NOUN ADP ADJ NOUN ADV CONJ ADJ ADP NOUN ADP DET ADJ NOUN ADP DET ADJ NOUN,Scan_Path_ppn46_713112.mp3
713585,46,Twee meisjes die aan het eten zijn en Eentje heeft zonnebril op lijkt bijna water te drinken,5,NUM NOUN PRON ADP DET NOUN VERB CONJ NOUN VERB NOUN ADV VERB ADV NOUN ADP VERB,Scan_Path_ppn46_713585.mp3
498272,2,Een klein meisje die een olifant iets voert waarbij meerdere mensen in de rij staan om de olifant wat te voeren,5,DET ADJ NOUN PRON DET NOUN PRON VERB ADV NUM NOUN ADP DET NOUN VERB CONJ DET NOUN PRON ADP VERB,Scan_Path_ppn2_498272.mp3
498286,2,Een straat waarbij het stoplicht op rood zit een heel groot glazen gebouw naast staat en in de verte een aantal winkels zijn,5,DET NOUN ADV DET NOUN ADP ADJ VERB DET ADV ADJ NOUN NOUN ADP VERB CONJ ADP DET NOUN DET NOUN NOUN VERB,Scan_Path_ppn2_498286.mp3
713135,2,Een brug over water wel veel boten onderdoor varen en langs de brug een hoop mensen wandelen of fietsen,5,DET NOUN ADP NOUN ADV NUM NOUN NOUN VERB CONJ ADP DET NOUN DET NOUN NOUN VERB CONJ VERB,Scan_Path_ppn2_713135.mp3
498253,26,Ben op een vliegveld en ik zie twee mannen waarvan een een piloot met koffers op een rolband naar beneden gaan,5,VERB ADP DET NOUN CONJ PRON VERB NUM NOUN ADV DET DET NOUN ADP NOUN ADP DET NOUN ADP ADV VERB,Scan_Path_ppn26_498253.mp3
498372,26,"Een keuken, stenen vloeren, vermoedelijk Amerikaans te zien aan de grote ijzeren koelkast met pannen aan het plafond, de keuken is opgeruimd",5,DET NOUN PUNCT ADJ VERB PUNCT ADJ ADJ ADP VERB ADP DET ADJ NOUN NOUN ADP NOUN ADP DET NOUN PUNCT DET NOUN VERB VERB,Scan_Path_ppn26_498372.mp3
713142,26,Een vaas met bloemen erin in een keuken op een vensterbank met een tuin op de achtergrond,5,DET NOUN ADP NOUN ADV ADP DET NOUN ADP DET NOUN ADP DET NOUN ADP DET NOUN,Scan_Path_ppn26_713142.mp3
713380,26,"Een honkbalwedstrijd waarvan een bal net is geslagen en de referee geeft een oordeel hierover, vermoedelijk heeft de slager gemist",5,DET NOUN ADV DET NOUN ADV VERB VERB CONJ DET NOUN VERB DET NOUN ADV PUNCT ADJ VERB DET NOUN VERB,Scan_Path_ppn26_713380.mp3
713681,26,Een dubbeldekker bus in een besneeuwd gebied dat een stad is met geparkeerde auto's naast de weg,5,DET ADJ NOUN ADP DET NOUN NOUN CONJ DET NOUN VERB ADP VERB NOUN ADP DET NOUN,Scan_Path_ppn26_713681.mp3
713730,26,"Een donut winkel, een foto van bovenaf waarin een man zoekt naar donuts en gaat betalen",5,DET NOUN PROPN PUNCT DET NOUN ADP NOUN ADV DET NOUN VERB ADP NOUN CONJ VERB VERB,Scan_Path_ppn26_713730.mp3
713807,26,"In een restaurant setting waar een hoop mensen gaan eten die chique gekleed zijn, vermoedelijk een zaken diner of lunch en er wordt wijn geschonken",5,ADP DET ADJ NOUN ADV DET NOUN NOUN VERB VERB PRON ADJ VERB VERB PUNCT ADJ DET NOUN NOUN CONJ NOUN CONJ ADV VERB NOUN VERB,Scan_Path_ppn26_713807.mp3
1159675,29,Een vlieger festival in Thailand waarbij meerdere mensen een vlieger vasthebben die nog niet in de lucht is gegaan,5,DET ADJ NOUN ADP NOUN ADV NUM NOUN DET NOUN NOUN PRON ADV ADV ADP DET NOUN VERB VERB,Scan_Path_ppn29_1159675.mp3
1592921,29,Een haven waar een evenement wordt gehouden met heel veel mensen eromheen en kano's op het water,5,DET NOUN ADV DET NOUN VERB VERB ADP ADV NUM NOUN NOUN CONJ NOUN ADP DET NOUN,Scan_Path_ppn29_1592921.mp3
285994,29,"Een bord met eten, gevulde paprika's, wortels en een sausje",5,DET NOUN ADP NOUN PUNCT VERB NOUN PUNCT NOUN CONJ DET NOUN,Scan_Path_ppn29_285994.mp3
1592350,4,"Een bureauplek of werkplek met een computer en heel veel andere spullen, persoonlijke spullen",5,DET NOUN CONJ NOUN ADP DET NOUN CONJ ADV NUM PRON NOUN PUNCT ADJ NOUN,Scan_Path_ppn4_1592350.mp3
1592581,4,Een woonkamer met allemaal verschillende versieringen en een tv en nog een aantal andere spullen,5,DET NOUN ADP PRON VERB NOUN CONJ DET NOUN CONJ ADV DET NOUN PRON NOUN,Scan_Path_ppn4_1592581.mp3
1592971,4,Een keuken met een gasfornuis en een aanrecht en er staat wat keukengerei op het aanrecht,5,DET NOUN ADP DET NOUN CONJ DET NOUN CONJ ADV VERB PRON NOUN ADP DET NOUN,Scan_Path_ppn4_1592971.mp3
1593084,4,Een skipiste met allemaal mensen die aan het skiën zijn en aan het snowboarden met het uitzicht over de bergen met besneeuwde bergtoppen,5,DET ADJ ADP PRON NOUN PRON ADP X NOUN VERB CONJ ADP DET VERB ADP DET NOUN ADP DET NOUN ADP ADJ NOUN,Scan_Path_ppn4_1593084.mp3
1593102,4,"Twee jongens die aan het chillen zijn, een jongen heeft een laptop op z'n schoot en ligt onder een deken",5,NUM NOUN PRON ADP X NOUN VERB PUNCT DET NOUN VERB DET NOUN ADP PRON VERB CONJ VERB ADP DET NOUN,Scan_Path_ppn4_1593102.mp3
285751,4,Een werkplek waarbij er meerdere computers liggen die allemaal aanstaan en andere apparatuur zoals telefoons en afstandsbediening,5,DET NOUN ADV ADV NUM NOUN VERB PRON PRON VERB CONJ PRON NOUN CONJ NOUN CONJ NOUN,Scan_Path_ppn4_285751.mp3
498151,4,"Een woonkamer met twee banken, een tafel en een tv aan de muur",5,DET NOUN ADP NUM NOUN PUNCT DET NOUN CONJ DET NOUN ADP DET NOUN,Scan_Path_ppn4_498151.mp3
61537,4,"Een aantal stoplichten in een straat, je ziet alleen de achterkant van het stoplicht, je ziet niet wat voor kleur de stoplichten zijn",5,DET NOUN NOUN ADP DET NOUN PUNCT PRON VERB ADV DET NOUN ADP DET NOUN PUNCT PRON VERB ADV PRON X NOUN DET NOUN VERB,Scan_Path_ppn4_61537.mp3
713089,4,Een meisje met een beugel dat op het strand aan het water lacht naar iemand die een foto van haar maakt,5,DET NOUN ADP DET NOUN PRON ADP DET NOUN ADP DET NOUN VERB ADP PRON PRON DET NOUN ADP PRON VERB,Scan_Path_ppn4_713089.mp3
713274,4,Een aantal mensen die poseren op een piste met skikleding aan voor iemand die foto maakt van ze,5,DET NOUN NOUN PRON NOUN ADP DET NOUN ADP NOUN ADV ADP PRON PRON NOUN VERB ADP PRON,Scan_Path_ppn4_713274.mp3
713640,4,Oudere mensen die om een tafel met allemaal hoedjes op iets van soep aan het eten zijn,5,ADJ NOUN PRON ADP DET NOUN ADP PRON NOUN ADP PRON ADP NOUN ADP DET NOUN VERB,Scan_Path_ppn4_713640.mp3
713679,4,Een soort van werkplek met bed waarbij een aantal computers en beeldschermen en ander apparatuur staat en ligt,5,DET NOUN ADP NOUN ADP NOUN ADV DET NOUN NOUN CONJ VERB CONJ PRON NOUN VERB CONJ VERB,Scan_Path_ppn4_713679.mp3
713742,4,Een bus met reclame d'r op dat door een drukke straat rijdt en een man op een fiets daarnaast,5,DET NOUN ADP NOUN ADV ADP PRON ADP DET ADJ NOUN VERB CONJ DET NOUN ADP DET NOUN ADV,Scan_Path_ppn4_713742.mp3
1159397,50,"Een stad-setting met op de achtergrond wat hogere gebouwen en op de voorgrond een wegdeel, meerdere auto's en meerdere stoplichten",5,DET NOUN ADP ADP DET NOUN PRON ADJ NOUN CONJ ADP DET NOUN DET NOUN PUNCT NUM NOUN CONJ NUM NOUN,Scan_Path_ppn50_1159397.mp3
1159575,50,Een foto binnen een ruimte waarbij een vrouw twee jonge beertjes aan het verzorgen is / mee aan het spelen is,5,DET NOUN ADP DET NOUN ADV DET NOUN NUM ADJ NOUN ADP X VERB VERB NOUN ADV ADP X VERB VERB,Scan_Path_ppn50_1159575.mp3
1159847,50,Een foto van een stadsdeel met wat oudere gebouwen op de achtergrond en op de voorgrond een stadsbus op een wegdeel,5,DET NOUN ADP DET NOUN ADP PRON ADJ NOUN ADP DET NOUN CONJ ADP DET NOUN DET NOUN ADP DET NOUN,Scan_Path_ppn50_1159847.mp3
1159855,50,Een foto van een stel mensen die een spel aan het spelen zijn in de woonkamer op hun tv,5,DET NOUN ADP DET NOUN NOUN PRON DET NOUN ADP X VERB VERB ADP DET NOUN ADP PRON NOUN,Scan_Path_ppn50_1159855.mp3
713418,49,"Verkeer in een stad met allemaal auto's, verkeer in de stad waar het donker is",5,NOUN ADP DET NOUN ADP PRON NOUN PUNCT NOUN ADP DET NOUN ADV DET ADJ VERB,Scan_Path_ppn49_713418.mp3
1159379,4,Een man die zowel een bord als een kom vasthoudt met eten erin en erop in een keuken,5,DET NOUN PRON CONJ DET NOUN CONJ DET NOUN VERB ADP NOUN ADV CONJ ADV ADP DET NOUN,Scan_Path_ppn4_1159379.mp3
1159446,4,Een straat in waarschijnlijk ergens in Amerika waar je een brug ziet waar waarschijnlijk treinen overheen rijden en je ziet verschillende auto's rijden,5,DET NOUN ADP ADJ ADV ADP NOUN ADV PRON DET NOUN VERB ADV ADJ NOUN ADV VERB CONJ PRON VERB PRON NOUN VERB,Scan_Path_ppn4_1159446.mp3
1159470,4,"Aantal mensen bij lange tafels waar allemaal cadeautjes op liggen, met een meisje die een beer krijgt",5,NOUN NOUN ADP ADJ NOUN ADV PRON NOUN ADV VERB PUNCT ADP DET NOUN PRON DET NOUN VERB,Scan_Path_ppn4_1159470.mp3
1159515,4,Een mevrouw die een huis binnenkomt dat gedeeltelijk afgebrand is met allemaal spullen overal op de grond en aan zijkant,5,DET NOUN PRON DET NOUN VERB PRON ADJ VERB VERB ADP PRON NOUN ADV ADP DET NOUN CONJ ADP NOUN,Scan_Path_ppn4_1159515.mp3
1159829,4,De Big Ben in Londen met een aantal bussen die geparkeerd staan of die stilstaan voor 't stoplicht,5,DET NOUN PROPN ADP NOUN ADP DET NOUN NOUN PRON VERB VERB CONJ PRON NOUN ADP PUNCT PRON NOUN,Scan_Path_ppn4_1159829.mp3
150496,4,"Een aantal mensen die het spelletje Wii aan het doen zijn, kijkend naar een beeldscherm en een aantal mensen die erom heen die naar deze mensen kijken die dat het doen zijn",5,DET NOUN NOUN PRON DET NOUN NOUN ADP X VERB VERB PUNCT VERB ADP DET NOUN CONJ DET NOUN NOUN PRON ADV ADP PRON ADP PRON NOUN VERB PRON CONJ PRON VERB VERB,Scan_Path_ppn4_150496.mp3
1591858,4,Een vliegveld met een vliegtuig en een gebouw en een aantal auto's ter behoeve van het vliegtuig ,5,DET NOUN ADP DET NOUN CONJ DET NOUN CONJ DET NOUN NOUN ADP X X DET NOUN,Scan_Path_ppn4_1591858.mp3
1160168,9," Treinstation, een trein rijdt weg, een trein staat nog te wachten. Aan de bovenkant is een loopbrug",5,SPACE PROPN PUNCT DET NOUN VERB ADV PUNCT DET NOUN VERB ADV ADP VERB PUNCT ADP DET NOUN VERB DET NOUN,Scan_Path_ppn9_1160168.mp3
1592083,9, Ik zie een pizza bakker die een pizza uit een steenoven haalt en een ober die klaar staat om de pizza's mee naar voren te nemen,5,SPACE PRON VERB DET NOUN NOUN PRON DET NOUN ADP DET NOUN VERB CONJ DET NOUN PRON ADJ VERB CONJ DET NOUN ADV ADP ADV ADP VERB,Scan_Path_ppn9_1592083.mp3
1592352,9,Een heleboel schapen die over een weg lopen met daarachter een ezel en een herder,5,DET NOUN VERB PRON ADP DET NOUN VERB ADP NOUN DET NOUN CONJ DET NOUN,Scan_Path_ppn9_1592352.mp3
498388,9,Een reclame voor de iPod van Apple op een gebouw wat onder constructie is,5,DET NOUN ADP DET NOUN ADP NOUN ADP DET NOUN PRON ADP NOUN VERB,Scan_Path_ppn9_498388.mp3
713135,9,"Een brug die in een park ligt, er gaat een bootje onderdoor en er liggen meerdere bootjes aan de rechterkant",5,DET NOUN PRON ADP DET NOUN VERB PUNCT ADV VERB DET NOUN NOUN CONJ ADV VERB NUM NOUN ADP DET NOUN,Scan_Path_ppn9_713135.mp3
713285,9,Een bureau met aan de voorkant een heel gek toetsenbord en een trackbalmuis en er staan drie schermen en een laptop,5,DET NOUN ADP ADP DET NOUN DET ADV ADJ NOUN CONJ DET NOUN CONJ ADV VERB NUM NOUN CONJ DET NOUN,Scan_Path_ppn9_713285.mp3
713749,9,"Groep vrienden die kip aan het bereiden zijn, er ligt een geel snijplankje op de aanrecht",5,NOUN NOUN PRON NOUN ADP X NOUN VERB PUNCT ADV VERB DET ADJ NOUN ADP DET NOUN,Scan_Path_ppn9_713749.mp3
1159648,10,Een gebouw dat misschien in Italië zou kunnen zijn waarin je souvenirs kunt kopen en boven roze bloemen voor de ramen staan,5,DET NOUN PRON ADV ADP NOUN VERB VERB VERB ADV PRON NOUN VERB VERB CONJ ADP ADJ NOUN ADP DET NOUN VERB,Scan_Path_ppn10_1159648.mp3
498151,104,Een woonkamer opstelling van twee zitbanken en een schouw met een nep haard waarboven de televisie hangt,5,DET ADJ NOUN ADP NUM NOUN CONJ DET NOUN ADP DET NOUN PRON VERB DET NOUN VERB,Scan_Path_ppn104_498151.mp3
713679,10,Een bed waarbij ook een X-box en een laptop te zien zijn en achterin een meneer voor een groen scherm staat,5,DET NOUN ADV ADV DET NOUN CONJ DET NOUN ADP VERB VERB CONJ ADP DET NOUN ADP DET ADJ NOUN VERB,Scan_Path_ppn10_713679.mp3
150296,10,Man en een vrouw die zitten en staan bij een gedekte tafel met wijn en eten,5,NOUN ADP DET NOUN PRON VERB CONJ VERB ADP DET ADJ NOUN ADP NOUN CONJ NOUN,Scan_Path_ppn10_150296.mp3
285994,10,"Een avondmaaltijd met gevulde paprika's, worteltjes en een rode saus en er is een vork te zien",5,DET NOUN ADP VERB NOUN PUNCT NOUN CONJ DET ADJ NOUN CONJ ADV VERB DET NOUN ADP VERB,Scan_Path_ppn10_285994.mp3
713640,104,Scene in een bejaardentehuis waar een vijftal vrouwen en een man aan het dineren zijn of net klaar zijn met dineren,5,NOUN ADP DET NOUN ADV DET NOUN NOUN CONJ DET NOUN ADP DET VERB VERB CONJ ADV ADJ VERB ADP NOUN,Scan_Path_ppn104_713640.mp3
1592241,103,Een vrouw met een stopbord en een man naast zijn auto en er rijden auto's daarachter,5,DET NOUN ADP DET NOUN CONJ DET NOUN ADP PRON NOUN CONJ ADV VERB NOUN NOUN,Scan_Path_ppn103_1592241.mp3
1592874,42,Verkeerssituatie voor een stoplicht wat op groen staat waar een bordje hangt met Google en waarop auto's wegrijden,5,NOUN ADP DET NOUN PRON ADP ADJ VERB ADV DET NOUN VERB ADP NOUN CONJ ADV NOUN VERB,Scan_Path_ppn42_1592874.mp3
1593056,42, Vier dames die gezellig wat aan het drinken zijn in een restaurant waarbij de kaart nog voor hun neus ligt,5,SPACE NUM NOUN PRON ADJ PRON ADP X NOUN VERB ADP DET NOUN ADV DET NOUN ADV ADP PRON NOUN VERB,Scan_Path_ppn42_1593056.mp3
285905,42,Een jongen die aan het eten is aan een tafeltje op een groene stoel met een fles Fanta,5,DET NOUN PRON ADP DET NOUN VERB ADP DET NOUN ADP DET ADJ NOUN ADP DET NOUN NOUN,Scan_Path_ppn42_285905.mp3
285959,42,"Een bureau waar een geel kladblok ligt, een wit met rode mok staat en waar verder veel rommel aanwezig is",5,DET NOUN ADV DET ADJ NOUN VERB PUNCT DET NOUN ADP ADJ NOUN VERB CONJ ADV ADJ NUM NOUN ADJ VERB,Scan_Path_ppn42_285959.mp3
497974,42,Twee bussen waarvan er een gouden bus is en een witte bus/vrachtwagen en drie oranje paaltjes die de witte bus blokkeren,5,NUM NOUN ADV ADV DET ADJ NOUN VERB CONJ DET ADJ NOUN CONJ NUM ADJ NOUN PRON DET ADJ NOUN VERB,Scan_Path_ppn42_497974.mp3
498339,42,Een gezelschap wat aan tafel zit met drank zoals wijn in een nette omgeving,5,DET NOUN PRON ADP NOUN VERB ADP NOUN CONJ NOUN ADP DET ADJ NOUN,Scan_Path_ppn42_498339.mp3
713633,42,Een klaslokaal met kleine kinderen waarvan elk kind een laptop voor zijn neus heeft staan wat aanstaat,5,DET NOUN ADP ADJ NOUN ADV PRON NOUN DET NOUN ADP PRON NOUN VERB VERB PRON VERB,Scan_Path_ppn42_713633.mp3
713652,42,Een vakantiefoto van een groep vrienden voor een lift op de wintersport met alleen maar snowboards,5,DET NOUN ADP DET NOUN NOUN ADP DET NOUN ADP DET NOUN ADP ADV ADV NOUN,Scan_Path_ppn42_713652.mp3
713765,42,Een verkeerssituatie bij een spoorwegovergang waarvan de slagbomen nu dicht zijn dus alle auto's en bussen moeten wachten,5,DET NOUN ADP DET NOUN ADV DET NOUN ADV ADJ VERB ADV PRON NOUN CONJ NOUN VERB VERB,Scan_Path_ppn42_713765.mp3
713788,42,Een verkeerssituatie waarin je heel veel auto's aan de kant ziet staan die geparkeerd zijn maar waarin ook heel veel auto's rijden met de lampen aan omdat het donker is,5,DET NOUN ADV PRON ADV NUM NOUN ADP DET NOUN VERB VERB PRON VERB VERB CONJ ADV ADV ADV NUM NOUN VERB ADP DET NOUN ADV CONJ DET ADJ VERB,Scan_Path_ppn42_713788.mp3
713858,42,Een klaslokaal wat niet echt meer als klaslokaal gebruikt wordt maar dient voor een game sessie waarbij twee mannen op de voorgrond aan het Wii'en zijn,5,DET NOUN PRON ADV ADJ ADV CONJ NOUN VERB VERB ADV VERB ADP DET NOUN NOUN ADV NUM NOUN ADP DET NOUN ADP DET NOUN VERB,Scan_Path_ppn42_713858.mp3
713920,42,Een meisje wat een donker gekleurd bruin drankje drinkt en een donkere donut in haar hand heeft en een grote zonnebril op heeft ,5,DET NOUN PRON DET ADJ VERB PROPN NOUN VERB CONJ DET ADJ NOUN ADP PRON NOUN VERB CONJ DET ADJ NOUN ADV VERB,Scan_Path_ppn42_713920.mp3
713936,42,Een woonkamer waarin een kat op de vloer uitgestrekt ligt en waarin een Apple computer en laptop aanstaan,5,DET NOUN ADV DET NOUN ADP DET NOUN VERB VERB CONJ ADV DET NOUN NOUN CONJ NOUN VERB,Scan_Path_ppn42_713936.mp3
1593102,103,Jongen in slaapzak werkt op zijn laptop en zijn vriend kijkt ongeintereseerd op zijn telefoon,5,NOUN ADP NOUN VERB ADP PRON NOUN CONJ PRON NOUN VERB VERB ADP PRON NOUN,Scan_Path_ppn103_1593102.mp3
1159675,10,Mensen lopen in een optocht waarvan een mevrouw en een meneer een goud gestipt witte ,5,NOUN VERB ADP DET NOUN ADV DET NOUN CONJ DET NOUN DET NOUN NOUN VERB,Scan_Path_ppn10_1159675.mp3
1592350,103,Een cubicle met een scherm dat aanstaat en mokken en glazen op het bureau,5,DET NOUN ADP DET NOUN PRON VERB CONJ NOUN CONJ NOUN ADP DET NOUN,Scan_Path_ppn103_1592350.mp3
1593112,34,Foto van een weg waar meerdere auto langs de weg geparkeerd zijn en je verschillende stopborden ziet,5,NOUN ADP DET NOUN ADV NUM NOUN ADP DET NOUN VERB VERB CONJ PRON VERB NOUN VERB,Scan_Path_ppn34_1593112.mp3
1592581,34,Een foto van een huiskamer waarin een hele oude tv staat en slingers opgehangen zijn over de lamp,5,DET NOUN ADP DET NOUN ADV DET ADJ ADJ NOUN VERB CONJ NOUN VERB VERB ADP DET NOUN,Scan_Path_ppn34_1592581.mp3
285766,10,"Een treinstation waar net een trein aankomt met diverse containers erachteraan, mensen die op de trein aan het wachten staan",5,DET NOUN ADV ADV DET NOUN VERB ADP PRON NOUN ADV PUNCT NOUN PRON ADP DET NOUN ADP X VERB VERB,Scan_Path_ppn10_285766.mp3
1592241,10,Diverse auto's die achter elkaar staan bij een grote weg en een grote berg waarvan een van de weg medewerkers een stopsign vast heeft ,5,PRON NOUN PRON ADP PRON VERB ADP DET ADJ NOUN CONJ DET ADJ NOUN ADV DET ADP DET NOUN NOUN DET NOUN ADJ VERB,Scan_Path_ppn10_1592241.mp3
1592303,48,"Een bureau met Mac, telefoon, twee muizen en een poster op de achtergrond",5,DET NOUN ADP NOUN PUNCT NOUN PUNCT NUM NOUN CONJ DET NOUN ADP DET NOUN,Scan_Path_ppn48_1592303.mp3
1592397,48,"Twee oude mensen die samen aan tafel zitten en een taart aan het maken of eten zijn, vermoedelijk aan het eten",5,NUM ADJ NOUN PRON ADV ADP NOUN VERB CONJ DET NOUN ADP X VERB CONJ NOUN VERB PUNCT ADJ ADP DET NOUN,Scan_Path_ppn48_1592397.mp3
1592619,48,Het dashboard van een auto met een stoplicht en een schoolbusje in de verte,5,DET NOUN ADP DET NOUN ADP DET NOUN CONJ DET NOUN ADP DET NOUN,Scan_Path_ppn48_1592619.mp3
1592817,48,Een bureaublad met twee laptops en een iMac en los toetsenbord en muis,5,DET NOUN ADP NUM NOUN CONJ DET NOUN CONJ ADJ NOUN CONJ NOUN,Scan_Path_ppn48_1592817.mp3
1592921,48,Een rivier waarop een vreemd bootje te water gelaten wordt met een haven in de verte,5,DET NOUN ADV DET ADJ NOUN ADP NOUN VERB VERB ADP DET NOUN ADP DET NOUN,Scan_Path_ppn48_1592921.mp3
1593112,48,Een straat met verscheidene auto's langs de weg geparkeerd en een wit voorwerp in de verte,5,DET NOUN ADP PRON NOUN ADP DET NOUN VERB CONJ DET ADJ NOUN ADP DET NOUN,Scan_Path_ppn48_1593112.mp3
285610,48,Een man die het kussen van een grijze sofa aan zijn hand heeft met diezelfde grijze sofa op de achtergrond,5,DET NOUN PRON DET NOUN ADP DET ADJ NOUN ADP PRON NOUN VERB ADP PRON ADJ NOUN ADP DET NOUN,Scan_Path_ppn48_285610.mp3
285766,48,Een treinstation waarover net een goederentrein rijdt en met een aantal wachtende mensen op het perron,5,DET NOUN ADV ADV DET NOUN VERB CONJ ADP DET NOUN VERB NOUN ADP DET NOUN,Scan_Path_ppn48_285766.mp3
285896,48,"Een keuken met meerdere tafels, een hoop groen kleuren en witte stoelen",5,DET NOUN ADP NUM NOUN PUNCT DET NOUN ADJ NOUN CONJ ADJ NOUN,Scan_Path_ppn48_285896.mp3
498170,48,"Een keuken met doorgeefluik, een aquarium op de achtergrond en een bistro tafel en stoel setje",5,DET NOUN ADP NOUN PUNCT DET NOUN ADP DET NOUN CONJ DET ADJ NOUN CONJ NOUN NOUN,Scan_Path_ppn48_498170.mp3
498304,48,Een meisje dat op een paard zit met nog meer mensen en paarden op de achtergrond en een witte auto,5,DET NOUN PRON ADP DET NOUN VERB ADP ADV NUM NOUN CONJ NOUN ADP DET NOUN CONJ DET ADJ NOUN,Scan_Path_ppn48_498304.mp3
713640,48,"Oude mensen met papieren hoedjes op hun hoofd die samen rond tafel zitten, iets uit een kommetje eten",5,ADJ NOUN ADP NOUN NOUN ADP PRON NOUN PRON ADV ADP NOUN VERB PUNCT PRON ADP DET NOUN VERB,Scan_Path_ppn48_713640.mp3
713653,48,"Een parkeerplaats vol rode bussen en vrachtwagens en geparkeerde auto's, allemaal gemaakt van Lego",5,DET NOUN ADJ ADJ NOUN CONJ NOUN CONJ VERB NOUN PUNCT PRON VERB ADP NOUN,Scan_Path_ppn48_713653.mp3
713666,48,"Een plein met een oldtimer bus in crème-wit en rood kleuren, een geparkeerde auto op de achtergrond",5,DET NOUN ADP DET NOUN NOUN ADP NOUN CONJ ADJ NOUN PUNCT DET VERB NOUN ADP DET NOUN,Scan_Path_ppn48_713666.mp3
713684,48,Een kruispunt waarover twee rode bussen rijden in Londen met een metro bordje aan de zijkant,5,DET NOUN ADV NUM ADJ NOUN VERB ADP NOUN ADP DET ADJ NOUN ADP DET NOUN,Scan_Path_ppn48_713684.mp3
713689,48,Een rood keukenblad met zwarte kastjes eronder en aan de linkerzijde een magnetron en een houten trap,5,DET ADJ NOUN ADP ADJ NOUN ADV CONJ ADP DET NOUN DET NOUN CONJ DET ADJ NOUN,Scan_Path_ppn48_713689.mp3
1592727,44,Een man voor het fornuis met een tafel in de keuken waar een bos bloemen op staat,5,DET NOUN ADP DET NOUN ADP DET NOUN ADP DET NOUN ADV DET NOUN NOUN ADP VERB,Scan_Path_ppn44_1592727.mp3
1159621,40,Een skigebied met de skilift waar mensen staan te wachten met hun ski's en snowboards,5,DET NOUN ADP DET NOUN ADV NOUN VERB ADP VERB ADP PRON NOUN CONJ NOUN,Scan_Path_ppn40_1159621.mp3
150296,34,Een mooi gedekte tafel in een restaurant voor een diner met een man en een vrouw,5,DET ADJ VERB NOUN ADP DET NOUN ADP DET NOUN ADP DET NOUN CONJ DET NOUN,Scan_Path_ppn34_150296.mp3
1592303,104,"Een werkplek met een Mac, op het bureau ligt een oude telefoon en er staat verschillende elektronische apparatuur ",5,DET NOUN ADP DET NOUN PUNCT ADP DET NOUN VERB DET ADJ NOUN CONJ ADV VERB PRON ADJ NOUN,Scan_Path_ppn104_1592303.mp3
150280,8,Een boot op het water naast rotsen en met vogels in de lucht,5,DET NOUN ADP DET NOUN ADP NOUN CONJ ADP NOUN ADP DET NOUN,Scan_Path_ppn8_150280.mp3
713003,8,Vier mannen in sportkleding met tennisrackets in hun handen op de tennisbaan,5,NUM NOUN ADP NOUN ADP NOUN ADP PRON NOUN ADP DET NOUN,Scan_Path_ppn8_713003.mp3
107955,9," Drie vrouwen die een drankje aan het drinken zijn, op de achtergrond is een zwart bord met allemaal dingen om te bestellen",5,SPACE NUM NOUN PRON DET NOUN ADP X NOUN VERB PUNCT ADP DET NOUN VERB DET ADJ NOUN ADP PRON NOUN CONJ ADP VERB,Scan_Path_ppn9_107955.mp3
1159325,9," Een heel donker bureau met een hele oude computer, verschillende boeken open en onder het bureau ligt een bal om op te zitten",5,SPACE DET ADV ADJ NOUN ADP DET ADJ ADJ NOUN PUNCT VERB NOUN ADJ CONJ ADP DET NOUN VERB DET NOUN CONJ ADV ADP VERB,Scan_Path_ppn9_1159325.mp3
1159329,9,Een ezel die een kar meetrekt met bananen en aan de rechterkant een heel ouderwets groen autootje ,5,DET NOUN PRON DET NOUN VERB ADP NOUN CONJ ADP DET NOUN DET ADV ADJ ADJ NOUN,Scan_Path_ppn9_1159329.mp3
